100773,1,22,3,S,1,1,2,1,1,1,1,1, , , ,1,1,3,2,3,2,1,1,2,24,5,2,4,3, ,SPAM,2.88,.832417771852805
100776,1,51,3,S,1,2,2,2,1,1,2,2,2, ,2, , , , , ,2,3,2,1,85,8,2,1,8, , ,1.6,.462454317696003
100781,1,6,4,S,1,2,2,1,1,1,1,1, , , ,2, ,4,3,3,4,1,1,2,43,6,1,1,8, , ,5.64,1.63015146987841
100784,1,6,4,S,1,1,1,1,1,1,1,2,2, ,2, , , , , ,2,1,1,1,44,7,2,1,8, , ,3.32,.959592709219206
100795,1,6,4,S,2,2,2,2,2,2,2, , , , , , , , , ,1,3,2,2,82,3,2,1,2, , ,2.08,.601190613004804
100800,1,6,4,S,1,1,1,2,1,1,1,1, , , ,2, ,2,2,2,2,2,2,1,63,8,2,1,7, , ,2.12,.612751970947204
100804,1,30,4,R,1,2,1,2,1,1,1,2,1,1,2, , , , , ,2,1,1,1,20,6,2,1,6,TIME, ,1.4,.404647527984003
100808,1,49,4,S,2,1,1,2,1,1,1,1, , , ,1,1,2,2,3,2,1,2,1,53,8,2,1,8, ,BECAUSE I DON''T LIKE THE FORMAT BECAUSE IT IS BIG GOSSIP BIG RUMORS AND DOESN''T HAVE MUCH MEANING,1.44,.416208885926403
100811,1,35,4,S,2,2,2,1,1,1,2,1, , , ,1,1,3,3,3,1,3,1,1,50,4,2,1,3, ,POLITICS,1.04,.300595306502402
100812,1,6,4,S,2,2,2,2,2,2,2, , , , , , , , , ,1,3,2,2,62,3,2,1,2, , ,4.24,1.22550394189441
100819,1,8,4,U,1,2,2,1,1,1,2,2,2, ,2, , , , , ,2,2,1,1,53,8,2,1,6, , ,1.92,.554945181235204
100822,1,8,4,S,1,1,1,1,1,1,1,2,1,1,2, , , , , ,2,1,1,1,50,6,2,1,99,IT HAS NO FUCTIONALITY THAT I AM INTERESTED IN, ,1.72,.497138391523203
100823,1,4,4,U,2,2,2,2,2,2,2, , , , , , , , , ,3,3,2,1,43,3,2,1,3, , ,7.36,2.12728986140161
100833,1,8,4,S,2,2,2,2,1,1,2,2,2, ,2, , , , , ,2,3,2,1,77,5,2,1,3, , ,2.4,.693681476544005
